"","PLAYER_ID","AVG_PLAYING_TIME","plateAppearances_batted","atBatsFaced_pitched","weighted_avg_hit_location_batted","weighted_avg_hit_distance_sc_batted","weighted_avg_launch_angle_batted","weighted_avg_babip_value_batted","weighted_avg_iso_value_batted","weighted_avg_max_times_faced_batted","weighted_avg_max_times_faced_pitched","weighted_avg_max_pitches_thrown_pitched","weighted_avg_max_at_bats_faced_pitched","weighted_avg_release_speed_pitched","weighted_avg_release_pos_x_pitched","weighted_avg_release_pos_z_pitched","weighted_avg_pfx_x_pitched","weighted_avg_pfx_z_pitched","weighted_avg_plate_x_pitched","weighted_avg_plate_z_pitched","weighted_avg_vx0_pitched","weighted_avg_vy0_pitched","weighted_avg_vz0_pitched","weighted_avg_ax_pitched","weighted_avg_ay_pitched","weighted_avg_az_pitched","weighted_avg_effective_speed_pitched","weighted_avg_release_spin_rate_pitched","weighted_avg_release_extension_pitched","weighted_avg_delta_home_win_exp_pitched","weighted_avg_delta_run_exp_pitched","total_double_batted","total_field_error_batted","total_field_out_batted","total_fielders_choice_batted","total_fielders_choice_out_batted","total_force_out_batted","total_grounded_into_double_play_batted","total_home_run_batted","total_sac_fly_batted","total_single_batted","total_strikeout_batted","total_walk_batted","total_caught_stealing_2b_batted","total_hit_by_pitch_batted","total_triple_batted","total_sac_fly_double_play_batted","total_sac_bunt_batted","total_strikeout_double_play_batted","total_double_play_batted","total_stolen_base_2b_batted","total_pickoff_caught_stealing_2b_batted","total_sac_bunt_double_play_batted","total_wild_pitch_batted","total_pickoff_3b_batted","total_triple_play_batted","total_pickoff_1b_batted","total_pickoff_2b_batted","total_passed_ball_batted","total_caught_stealing_3b_batted","total_pickoff_caught_stealing_3b_batted","total_caught_stealing_home_batted","total_pickoff_caught_stealing_home_batted","total_pickoff_error_3b_batted","total_stolen_base_3b_batted","total_weak_batted","total_topped_batted","total_under_batted","total_flare_burner_batted","total_solid_contact_batted","total_barrel_batted","total_fly_ball_batted","total_ground_ball_batted","total_line_drive_batted","total_popup_batted","total_at_bats_faced_as_starter_pitched","total_at_bats_faced_as_reliever_pitched","total_double_pitched","total_field_out_pitched","total_force_out_pitched","total_grounded_into_double_play_pitched","total_sac_bunt_pitched","total_sac_fly_pitched","total_single_pitched","total_strikeout_pitched","total_walk_pitched","total_double_play_pitched","total_field_error_pitched","total_fielders_choice_out_pitched","total_hit_by_pitch_pitched","total_home_run_pitched","total_triple_pitched","total_caught_stealing_2b_pitched","total_fielders_choice_pitched","total_pickoff_2b_pitched","total_strikeout_double_play_pitched","total_caught_stealing_3b_pitched","total_wild_pitch_pitched","total_sac_fly_double_play_pitched","total_sac_bunt_double_play_pitched","total_caught_stealing_home_pitched","total_triple_play_pitched","total_pickoff_caught_stealing_2b_pitched","total_pickoff_3b_pitched","total_passed_ball_pitched","total_pickoff_1b_pitched","total_pickoff_caught_stealing_3b_pitched","total_stolen_base_2b_pitched","total_pickoff_caught_stealing_home_pitched","total_stolen_base_3b_pitched","total_pickoff_error_3b_pitched","total_4-Seam Fastball_pitched","total_Curveball_pitched","total_Cutter_pitched","total_Sinker_pitched","total_Slider_pitched","total_Changeup_pitched","total_Pitch Out_pitched","total_Knuckle Curve_pitched","total_Split-Finger_pitched","total_Slow Curve_pitched","total_Sweeper_pitched","total_Screwball_pitched","total_Slurve_pitched","total_Knuckleball_pitched","total_Forkball_pitched","birthYear","birthCountry","weight","height","bats","throws","debutYear"
"11","01062805175a65bbfb5e2024853137219296e26c",377,1098,33,5.73127177360454,158.024671546131,17.1585296802608,0.221393873199147,0.103490486240566,2.35275142138385,0.562776304155615,9.95137046861185,3.20557029177719,28.5441480062438,-1.03645590403991,3.02270391246684,-0.28408584203862,0.573536131578086,-0.00739355917957452,1.21381632473175,1.88902872971688,-41.4655808926386,1.21623262650748,-1.71724724218959,5.72297701623916,-13.9660990231526,27.0917327777232,728.149878016832,1.77119367215727,1.10978485116416e-05,0.0311747696783137,55,4,511,0,2,29,20,17,7,185,166,55,1,38,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,273,224,228,53,33,222,356,209,50,0,33,1,6,0,2,0,2,15,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,"USA",190,68,"R","R",2011
"12","0110ddbbd4e67bbd0a355dd5561021b075920eb3",818,0,1636,0,0,0,0,0,0,3.37114520072561,96.3020348607934,26.3902910324158,89.2054247834518,0.789169909179488,6.12678783847646,0.57917746499984,0.0782773982175337,-0.103412610009087,2.05892604528156,-3.47365871431293,-129.762875007975,-4.12854117704176,8.75419131319801,29.0048639756333,-29.2620850647162,88.1495919638513,2325.89638971947,5.90665718037304,-0.000227386021664596,-0.00434655403423477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1636,0,61,625,47,47,6,10,236,394,124,3,15,7,21,30,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,1564,696,2863,0,735,0,0,0,0,0,0,0,0,0,1993,"D.R.",239,71,"R","L",2018
"13","01171c9c71028faf86b7447ec692000f50df9fac",251,0,754,0,0,0,0,0,0,1.20702917771883,25.822747212552,6.19669400612356,92.7091246708068,-1.62619398257614,5.79974126279903,-0.253838761942334,0.924071885219134,0.0590279529036595,2.38824860381227,4.90883862676917,-134.896709743973,-4.96346561170965,-4.88599832393173,28.8468738261927,-19.1050937879578,92.9544550014867,2225.25643333113,6.38558549177733,-1.12724242526856e-05,-0.00724642935071116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,597,30,310,11,7,3,9,89,201,55,1,2,3,2,19,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1860,133,0,0,988,147,0,0,0,0,0,0,0,0,0,1994,"D.R.",225,73,"R","R",2016
"14","011de33d151ba44dc18c0a7129b4df39ed66b8cc",163,163,0,4.96575342465753,143.663069544365,11.6836930455635,0.141104294478528,0.177914110429448,2.30674846625767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,78,0,0,3,2,8,0,18,36,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,42,23,28,6,13,22,63,24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,"Venezuela",241,73,"R","R",2010
"15","016b7124144bdb5822af25b395629a805e22ec91",84,84,0,5.0375,135.500210970464,12.4967948717949,0.273809523809524,0.0357142857142857,1.97619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,36,1,0,1,1,0,0,20,14,3,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,18,15,2,1,13,34,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,"USA",175,70,"B","R",2023
"16","0171b690f5f948e94221f85a5655a5bca8b42a40",24,24,0,4.36842105263158,166.191666666667,20.3916666666667,0.0833333333333333,0.25,2.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,2,0,2,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,3,1,1,1,5,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"17","01aa9f48c9a636dfb01e4e66a4f3ce742f908e4a",139,139,0,4.43089430894309,144.805322128852,13.3846153846154,0.123188405797101,0.072463768115942,2.31654676258993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,53,0,0,3,6,3,1,16,43,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31,19,21,3,5,18,45,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,"USA",200,73,"L","R",2023
"18","01b9d70c4ec72b8a0f733bdf6bc47df596617dfd",190,0,379,0,0,0,0,0,0,1.07874974629592,18.2667444692511,4.82392936878425,93.3100625235731,-2.27929593820765,5.37236093700409,-1.16678848641606,-0.00404757582130249,0.0476628524147328,2.06950563937476,8.50816172108387,-135.589644660968,-2.64878090420708,-16.7787787485837,30.2333255692385,-31.9028343922379,92.159212249291,2112.75413473876,5.91738102056113,-0.000104893549168544,-0.0216705255155273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,21,150,6,8,1,2,58,86,27,2,0,6,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,724,246,401,0,0,0,0,0,0,0,0,0,1994,"Cuba",185,76,"R","R",2022
"19","020e1c97d88916739bc1c2276a6ef8e91447443f",175,510,16,4.68418601644691,151.569991985485,14.9464147952105,0.183449275914755,0.0847649859757124,2.06637065295656,0.623574144486692,10.3593155893536,3.39543726235741,34.715307879172,-0.757403781157583,4.0661491339248,0.0124332488381918,0.843429340937896,0.0145567173637516,2.13200480566117,1.44735387529687,-50.0613577793644,2.91955619493146,-0.786891583563379,7.37589642277437,-17.1236199409931,33.3314839459231,881.814406421631,2.78692912970004,0,0.0847612220109844,23,4,158,1,0,8,8,6,3,69,168,43,2,7,1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,82,73,73,12,23,67,130,75,16,0,16,2,3,0,1,0,2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,"USA",195,71,"R","R",2021
"20","023cd60cff806f62cfd885a9b18e6da8135e3272",77,0,154,0,0,0,0,0,0,2.55113636363636,73.1647727272727,17.8579545454545,89.1402174939544,-2.12475339500334,5.67086084150385,-0.578569116119697,0.537799613916358,0.28834897754366,2.32811313079223,7.14040888806331,-129.648372071459,-3.33139449763256,-8.85144432922474,25.627686877776,-25.1890061870574,88.6681745434554,2212.59708180344,5.89822101372084,-0.00167363271945359,0.0509565175159342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,34,6,51,3,3,0,1,33,27,16,0,1,0,4,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,47,102,311,103,56,0,0,0,0,0,0,0,0,0,1997,"USA",195,74,"R","R",2022
"21","0250bb29dfa83e5e2d855c2f18d826b57cde4191",556,1667,0,5.2415184123383,172.770642709635,19.3162996999501,0.189790137561711,0.178389575714494,2.57828434313137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,5,617,1,3,35,37,73,21,241,421,116,2,11,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,315,283,275,65,145,345,429,280,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,"USA",230,76,"R","R",2020
"22","02608b1a3a44adacbae06ceb30accc9110a0e336",393,1179,0,5.08515522021883,157.517788520118,13.0176638777302,0.203903942628382,0.147846786302229,2.58184902459712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,7,399,1,0,19,27,35,8,175,319,101,0,16,4,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,33,227,141,203,57,78,179,338,205,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,"USA",235,77,"R","R",2017
"23","02704f6c055abbf858edfd3d220970ef99cb2212",545,0,1090,0,0,0,0,0,0,2.65493577981651,80.7436330275229,19.8190275229358,90.4055129687327,-2.39641129280977,5.74938635432017,-0.343304851321188,0.858666604950442,-0.0268972085582575,2.55116241092681,6.74850395022993,-131.442463379737,-3.90745737175313,-6.26929753574614,27.97964262887,-20.3814894647011,90.926197056476,2425.51649176588,6.69743203699587,0.000974404934105569,0.0156428469709558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1072,18,38,432,9,19,0,10,115,237,148,2,7,3,14,44,3,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2733,338,0,0,1163,206,1,0,0,0,0,0,0,0,0,1996,"USA",210,75,"R","R",2018
"24","0299c3256bc3f426c395bc950feecb5231525128",26,0,26,0,0,0,0,0,0,1,27.75,6.5,93.404431925548,-1.14370807350718,5.88872352135299,-0.289674626795163,0.842139243197279,0.209759755291005,2.6067387329932,4.20964221969351,-135.940915425977,-4.61015557356083,-5.09877616730136,29.3083087328806,-20.0823778708565,94.3670401077098,2438.82660856009,6.7919142101285,0.00341669264928193,0.0282554020219199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,3,2,1,0,0,4,7,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,8,0,0,41,0,0,0,0,0,0,0,0,0,0,1999,"USA",223,76,"R","R",2023
"25","029a2a4091a3dadd2e8b2c9945c49172bc9a2d13",121,121,0,5.13761467889908,118.377725856698,4.45238095238095,0.223140495867769,0.0743801652892562,2.21487603305785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,45,2,0,8,2,0,0,19,22,10,0,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,37,13,21,9,0,12,51,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,"USA",180,71,"R","R",2023
"26","02bb069b777c03d0c54f558342343bebeed3b402",328,984,0,4.81181997824673,164.385862018605,17.9324914102207,0.149525745257453,0.257320018852362,2.75711382113821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,7,339,0,1,31,3,64,5,90,287,80,2,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,157,178,106,42,97,200,200,136,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,"USA",190,74,"R","R",2015
"27","02f6027c5ee1a7694e5786b8a241cd162aeaefb9",127,0,127,0,0,0,0,0,0,1,16.1875,3.96875,96.4217984871032,-0.756670572916667,6.00517545262897,-0.568267708333333,0.455799497767857,0.333517354910714,2.03449451884921,4.24668200250083,-140.281952394046,-6.01760707781829,-9.53382391704161,31.5819013095069,-24.7263975233656,96.788002046131,2320.07896453373,6.48817869543651,-0.00345451760912698,-0.0294872631448413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,2,43,1,2,0,2,13,39,20,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,317,167,0,0,0,0,0,0,0,0,0,0,2000,"D.R.",225,75,"R","R",2023
